Store,Dept,Date,Weekly_Sales,IsHoliday,Type,Size,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
1,3,2010-02-12,10887.84,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,9,2010-02-12,16562.49,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,11,2010-02-12,21760.75,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,16,2010-02-12,11873.89,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,18,2010-02-12,19006.5,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,52,2010-02-12,2728.58,True,A,151315,38.51,2.548,,,,,,211.24216980000003,8.106
1,1,2010-02-19,41595.55,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,2,2010-02-19,47928.89,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,3,2010-02-19,11523.47,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,4,2010-02-19,36826.95,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,5,2010-02-19,26468.27,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,6,2010-02-19,6060.26,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,7,2010-02-19,19985.2,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,8,2010-02-19,38717.6,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,9,2010-02-19,15880.85,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,10,2010-02-19,29634.13,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,11,2010-02-19,18706.21,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,12,2010-02-19,9165.98,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,13,2010-02-19,37857.68,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,14,2010-02-19,17491.36,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,16,2010-02-19,13855.54,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,17,2010-02-19,13485.61,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,18,2010-02-19,17623.72,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,19,2010-02-19,1722.17,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,20,2010-02-19,4719.89,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,21,2010-02-19,8949.67,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,22,2010-02-19,12290.16,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,23,2010-02-19,21381.85,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,24,2010-02-19,7366.7,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,25,2010-02-19,10271.25,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,26,2010-02-19,10547.6,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,27,2010-02-19,2494.5,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,28,2010-02-19,1012.09,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,29,2010-02-19,7966.55,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,30,2010-02-19,5735.0,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,31,2010-02-19,2652.0,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,32,2010-02-19,20275.45,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,33,2010-02-19,7611.35,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,34,2010-02-19,13006.5,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,35,2010-02-19,2176.0,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,36,2010-02-19,595.0,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,37,2010-02-19,3203.31,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,38,2010-02-19,98672.59,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,40,2010-02-19,68569.53,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,41,2010-02-19,1206.88,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,42,2010-02-19,8423.87,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,44,2010-02-19,4401.78,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,45,2010-02-19,22.94,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,46,2010-02-19,22414.94,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,48,2010-02-19,354.0,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,49,2010-02-19,16736.17,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,52,2010-02-19,3356.66,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,54,2010-02-19,616.0,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,55,2010-02-19,17404.53,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,56,2010-02-19,3246.57,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,58,2010-02-19,3131.0,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,59,2010-02-19,1530.41,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,60,2010-02-19,1020.8,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,71,2010-02-19,3357.0,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,72,2010-02-19,72377.79,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,74,2010-02-19,13917.2,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,79,2010-02-19,34141.62,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,80,2010-02-19,15918.98,False,A,151315,39.93,2.5140000000000002,,,,,,211.2891429,8.106
1,1,2010-02-26,19403.54,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,3,2010-02-26,11135.17,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,4,2010-02-26,34660.16,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,5,2010-02-26,24101.89,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,6,2010-02-26,5244.56,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,7,2010-02-26,17224.22,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,9,2010-02-26,15175.52,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,10,2010-02-26,27921.96,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,11,2010-02-26,17306.61,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,12,2010-02-26,9015.37,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,13,2010-02-26,37467.32,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,16,2010-02-26,12881.02,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,18,2010-02-26,545.02,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,19,2010-02-26,1655.32,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,20,2010-02-26,4007.94,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,21,2010-02-26,8592.42,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,22,2010-02-26,9295.78,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,23,2010-02-26,17798.37,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,24,2010-02-26,5630.82,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,25,2010-02-26,10218.67,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,26,2010-02-26,8541.14,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,27,2010-02-26,1666.75,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,28,2010-02-26,986.07,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,29,2010-02-26,4972.65,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,30,2010-02-26,3614.48,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,31,2010-02-26,2665.75,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,32,2010-02-26,8146.57,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,33,2010-02-26,4814.66,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,34,2010-02-26,12005.0,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,35,2010-02-26,2029.9,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,36,2010-02-26,506.0,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,37,2010-02-26,2474.99,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,38,2010-02-26,92755.59,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,40,2010-02-26,64328.29,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,41,2010-02-26,885.27,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,42,2010-02-26,7039.85,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,44,2010-02-26,3864.43,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,45,2010-02-26,45.41,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,48,2010-02-26,357.0,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,49,2010-02-26,16245.13,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,51,2010-02-26,4.16,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,52,2010-02-26,2287.01,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,55,2010-02-26,16708.1,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,56,2010-02-26,2598.65,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,58,2010-02-26,4356.0,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,59,2010-02-26,1126.68,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,60,2010-02-26,959.2,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,67,2010-02-26,5905.14,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,71,2010-02-26,3944.5,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,72,2010-02-26,55590.73,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,74,2010-02-26,13330.89,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,79,2010-02-26,33309.85,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,80,2010-02-26,15673.94,False,A,151315,46.63,2.5610000000000004,,,,,,211.3196429,8.106
1,1,2010-03-05,21827.9,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,2,2010-03-05,48397.98,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,3,2010-03-05,12275.58,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,4,2010-03-05,38086.19,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,5,2010-03-05,23082.14,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,6,2010-03-05,4221.25,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,7,2010-03-05,19659.7,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,8,2010-03-05,38776.09,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,9,2010-03-05,24064.7,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,10,2010-03-05,33299.27,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,11,2010-03-05,19082.9,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,12,2010-03-05,10239.06,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,13,2010-03-05,40423.95,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,14,2010-03-05,18268.78,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,16,2010-03-05,17129.81,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,17,2010-03-05,12657.65,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,18,2010-03-05,634.61,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,19,2010-03-05,1556.65,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,20,2010-03-05,4215.67,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,21,2010-03-05,8275.44,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,22,2010-03-05,8219.49,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,23,2010-03-05,18993.69,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,24,2010-03-05,6885.9,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,25,2010-03-05,10345.5,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,26,2010-03-05,8772.65,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,27,2010-03-05,1467.5,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,28,2010-03-05,1002.2,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,29,2010-03-05,5306.7,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,30,2010-03-05,4360.5,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,31,2010-03-05,2595.8,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,32,2010-03-05,9907.51,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,33,2010-03-05,6214.6,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,34,2010-03-05,12571.5,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,35,2010-03-05,2752.0,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,36,2010-03-05,648.0,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,37,2010-03-05,3647.82,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,38,2010-03-05,108282.86,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,40,2010-03-05,67000.83,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,41,2010-03-05,1405.96,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,42,2010-03-05,9701.14,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,44,2010-03-05,4465.33,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,45,2010-03-05,74.35,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,46,2010-03-05,20565.45,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,48,2010-03-05,771.0,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,49,2010-03-05,16445.28,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,51,2010-03-05,27.92,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,52,2010-03-05,3212.82,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,54,2010-03-05,198.97,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,55,2010-03-05,16120.04,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,56,2010-03-05,5298.62,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,58,2010-03-05,5796.0,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,59,2010-03-05,1275.29,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,60,2010-03-05,1371.0,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,67,2010-03-05,6519.39,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,71,2010-03-05,3010.0,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,72,2010-03-05,65525.74,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,74,2010-03-05,13824.33,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,78,2010-03-05,12.0,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,79,2010-03-05,42931.77,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,80,2010-03-05,15680.71,False,A,151315,46.5,2.625,,,,,,211.3501429,8.106
1,1,2010-03-12,21043.39,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,2,2010-03-12,43751.94,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,3,2010-03-12,10123.45,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,4,2010-03-12,32668.67,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,6,2010-03-12,5619.0,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,8,2010-03-12,34342.64,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,9,2010-03-12,25605.58,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,10,2010-03-12,28208.0,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,11,2010-03-12,17864.32,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,12,2010-03-12,12386.15,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,14,2010-03-12,15331.75,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,16,2010-03-12,23766.82,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,17,2010-03-12,12793.17,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,18,2010-03-12,1275.08,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,19,2010-03-12,1742.14,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,21,2010-03-12,7785.3,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,23,2010-03-12,17426.63,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,24,2010-03-12,5396.96,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,25,2010-03-12,10705.75,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,26,2010-03-12,7877.4,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,27,2010-03-12,1130.0,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,29,2010-03-12,3841.96,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,31,2010-03-12,2103.34,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,32,2010-03-12,6938.45,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,33,2010-03-12,5666.25,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,35,2010-03-12,2926.0,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,37,2010-03-12,3053.13,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,38,2010-03-12,98175.35,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,40,2010-03-12,59799.42,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,41,2010-03-12,1072.8,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,42,2010-03-12,8336.82,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,45,2010-03-12,29.97,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,46,2010-03-12,18114.67,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,47,2010-03-12,-698.0,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,48,2010-03-12,608.0,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,49,2010-03-12,13267.5,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,51,2010-03-12,14.79,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,52,2010-03-12,2492.52,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,54,2010-03-12,239.0,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,56,2010-03-12,8773.81,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,58,2010-03-12,3485.0,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,59,2010-03-12,1069.23,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,60,2010-03-12,906.4,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,67,2010-03-12,6759.29,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,72,2010-03-12,45046.81,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,79,2010-03-12,31669.24,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,80,2010-03-12,14708.62,False,A,151315,57.79,2.667,,,,,,211.3806429,8.106
1,1,2010-03-19,22136.64,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106
1,2,2010-03-19,43615.49,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106
1,3,2010-03-19,9001.37,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106
1,4,2010-03-19,34118.11,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106
1,5,2010-03-19,22632.57,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106
1,6,2010-03-19,4906.05,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106
1,7,2010-03-19,22711.59,False,A,151315,54.58,2.72,,,,,,211.21563500000002,8.106
